danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,label
0.877,0.639,0,-5.722,1,0.486,0.273,0.0005,0.395,0.511,130.132,audio_features,0cdzCblUzNVtmvZ23aqHOf,spotify:track:0cdzCblUzNVtmvZ23aqHOf,https://api.spotify.com/v1/tracks/0cdzCblUzNVtmvZ23aqHOf,https://api.spotify.com/v1/audio-analysis/0cdzCblUzNVtmvZ23aqHOf,180117,4,148
0.962,0.934,8,-0.769,1,0.0935,0.373,0.0,0.0523,0.416,130.019,audio_features,49FDgX73Ik1hlQhAcAQLWZ,spotify:track:49FDgX73Ik1hlQhAcAQLWZ,https://api.spotify.com/v1/tracks/49FDgX73Ik1hlQhAcAQLWZ,https://api.spotify.com/v1/audio-analysis/49FDgX73Ik1hlQhAcAQLWZ,274204,4,150
0.791,0.668,11,-8.486,0,0.0518,0.397,0.000103,0.485,0.727,130.028,audio_features,70rCH90CeRGzCrVr4fSbqg,spotify:track:70rCH90CeRGzCrVr4fSbqg,https://api.spotify.com/v1/tracks/70rCH90CeRGzCrVr4fSbqg,https://api.spotify.com/v1/audio-analysis/70rCH90CeRGzCrVr4fSbqg,144222,4,152
0.651,0.58,9,-3.364,1,0.0811,0.312,0.0,0.0829,0.934,130.112,audio_features,1BzO0NHexP6WGxJq7nGhWz,spotify:track:1BzO0NHexP6WGxJq7nGhWz,https://api.spotify.com/v1/tracks/1BzO0NHexP6WGxJq7nGhWz,https://api.spotify.com/v1/audio-analysis/1BzO0NHexP6WGxJq7nGhWz,191000,4,154
0.804,0.903,8,-4.081,1,0.133,0.0698,0.0,0.334,0.359,129.944,audio_features,6vY9Q8VC482UCItOyD3kmK,spotify:track:6vY9Q8VC482UCItOyD3kmK,https://api.spotify.com/v1/tracks/6vY9Q8VC482UCItOyD3kmK,https://api.spotify.com/v1/audio-analysis/6vY9Q8VC482UCItOyD3kmK,224366,4,156
0.879,0.927,1,0.71,1,0.183,0.277,0.0,0.0578,0.712,130.136,audio_features,300GOEl5x2aFfkgfvRtZqE,spotify:track:300GOEl5x2aFfkgfvRtZqE,https://api.spotify.com/v1/tracks/300GOEl5x2aFfkgfvRtZqE,https://api.spotify.com/v1/audio-analysis/300GOEl5x2aFfkgfvRtZqE,162508,4,158
0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,audio_features,56NkIxSZZiMpFP5ZNSxtnT,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/tracks/56NkIxSZZiMpFP5ZNSxtnT,https://api.spotify.com/v1/audio-analysis/56NkIxSZZiMpFP5ZNSxtnT,183391,4,160
0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,audio_features,7w87IxuO7BDcJ3YUqCyMTT,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/tracks/7w87IxuO7BDcJ3YUqCyMTT,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,239600,4,162
0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,audio_features,0ntQJM78wzOLVeCUAW7Y45,spotify:track:0ntQJM78wzOLVeCUAW7Y45,https://api.spotify.com/v1/tracks/0ntQJM78wzOLVeCUAW7Y45,https://api.spotify.com/v1/audio-analysis/0ntQJM78wzOLVeCUAW7Y45,203347,4,164
0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,audio_features,2AT8iROs4FQueDv2c8q2KE,spotify:track:2AT8iROs4FQueDv2c8q2KE,https://api.spotify.com/v1/tracks/2AT8iROs4FQueDv2c8q2KE,https://api.spotify.com/v1/audio-analysis/2AT8iROs4FQueDv2c8q2KE,201726,4,166
0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4,168
0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,audio_features,1i6N76fftMZhijOzFQ5ZtL,spotify:track:1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/tracks/1i6N76fftMZhijOzFQ5ZtL,https://api.spotify.com/v1/audio-analysis/1i6N76fftMZhijOzFQ5ZtL,261413,4,170
0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,audio_features,5FVd6KXrgO9B3JPmC8OPst,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/audio-analysis/5FVd6KXrgO9B3JPmC8OPst,272394,4,172
0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4,174
0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/tracks/7BHPGtpuuWWsvE7cCaMuEU,https://api.spotify.com/v1/audio-analysis/7BHPGtpuuWWsvE7cCaMuEU,203507,4,176
0.691,0.801,1,-4.562,1,0.0409,0.00588,2.23e-06,0.65,0.23,127.015,audio_features,1g1elRYAuQ7BHMpeejvvKH,spotify:track:1g1elRYAuQ7BHMpeejvvKH,https://api.spotify.com/v1/tracks/1g1elRYAuQ7BHMpeejvvKH,https://api.spotify.com/v1/audio-analysis/1g1elRYAuQ7BHMpeejvvKH,130731,4,178
0.699,0.471,10,-7.933,0,0.0938,0.231,0.0,0.112,0.37,99.285,audio_features,39uMV1Ix79vlMNssVxACuU,spotify:track:39uMV1Ix79vlMNssVxACuU,https://api.spotify.com/v1/tracks/39uMV1Ix79vlMNssVxACuU,https://api.spotify.com/v1/audio-analysis/39uMV1Ix79vlMNssVxACuU,194400,4,180
0.652,0.827,3,-5.479,0,0.0944,0.0677,0.0,0.116,0.416,126.832,audio_features,2QZ1rsYyn93YttD5SlybTh,spotify:track:2QZ1rsYyn93YttD5SlybTh,https://api.spotify.com/v1/tracks/2QZ1rsYyn93YttD5SlybTh,https://api.spotify.com/v1/audio-analysis/2QZ1rsYyn93YttD5SlybTh,188976,4,182
0.743,0.618,6,-5.754,0,0.0814,0.149,0.000339,0.149,0.479,101.007,audio_features,5h2lBg0mULQ6s60TqebwT5,spotify:track:5h2lBg0mULQ6s60TqebwT5,https://api.spotify.com/v1/tracks/5h2lBg0mULQ6s60TqebwT5,https://api.spotify.com/v1/audio-analysis/5h2lBg0mULQ6s60TqebwT5,142766,4,184
0.584,0.311,10,-11.642,0,0.232,0.79,0.0,0.0862,0.623,139.581,audio_features,6BF3nZQkAg9qvE0DLVSfyH,spotify:track:6BF3nZQkAg9qvE0DLVSfyH,https://api.spotify.com/v1/tracks/6BF3nZQkAg9qvE0DLVSfyH,https://api.spotify.com/v1/audio-analysis/6BF3nZQkAg9qvE0DLVSfyH,221858,4,186
0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4,188
0.664,0.781,11,-6.547,1,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,audio_features,1oTo3ijRbaDAtrjJrGAPSw,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,https://api.spotify.com/v1/tracks/1oTo3ijRbaDAtrjJrGAPSw,https://api.spotify.com/v1/audio-analysis/1oTo3ijRbaDAtrjJrGAPSw,227240,4,190
0.472,0.671,4,-4.649,1,0.029,0.0129,0.0,0.159,0.0681,82.952,audio_features,77loZpT5Y5PRP1S451P9Yz,spotify:track:77loZpT5Y5PRP1S451P9Yz,https://api.spotify.com/v1/tracks/77loZpT5Y5PRP1S451P9Yz,https://api.spotify.com/v1/audio-analysis/77loZpT5Y5PRP1S451P9Yz,232800,4,192
0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,audio_features,1hGy2eLcmC8eKx7qr1tOqx,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/audio-analysis/1hGy2eLcmC8eKx7qr1tOqx,225373,4,194
0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,audio_features,10rChmECwPcvTTj4w07hq4,spotify:track:10rChmECwPcvTTj4w07hq4,https://api.spotify.com/v1/tracks/10rChmECwPcvTTj4w07hq4,https://api.spotify.com/v1/audio-analysis/10rChmECwPcvTTj4w07hq4,206773,4,196
0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,audio_features,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/tracks/0gmbgwZ8iqyMPmXefof8Yf,https://api.spotify.com/v1/audio-analysis/0gmbgwZ8iqyMPmXefof8Yf,223840,4,198
0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,audio_features,3ZffCQKLFLUvYM59XKLbVm,spotify:track:3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm,285653,4,100
0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,audio_features,6brl7bwOHmGFkNw3MBqssT,spotify:track:6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/audio-analysis/6brl7bwOHmGFkNw3MBqssT,207187,4,102
0.414,0.936,2,-2.407,1,0.0758,0.00136,0.0,0.369,0.74,170.229,audio_features,6sqNctd7MlJoKDOxPVCAvU,spotify:track:6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/tracks/6sqNctd7MlJoKDOxPVCAvU,https://api.spotify.com/v1/audio-analysis/6sqNctd7MlJoKDOxPVCAvU,242413,4,104
0.662,0.908,1,-4.764,0,0.0449,0.0506,0.0,0.0508,0.967,149.941,audio_features,4V9JDRqKjN8F2HWdlEDxvI,spotify:track:4V9JDRqKjN8F2HWdlEDxvI,https://api.spotify.com/v1/tracks/4V9JDRqKjN8F2HWdlEDxvI,https://api.spotify.com/v1/audio-analysis/4V9JDRqKjN8F2HWdlEDxvI,173693,4,106
0.712,0.868,5,-4.098,0,0.038,0.0606,0.0,0.0897,0.758,95.041,audio_features,76aqmXnnJmTslVQXYWTaWM,spotify:track:76aqmXnnJmTslVQXYWTaWM,https://api.spotify.com/v1/tracks/76aqmXnnJmTslVQXYWTaWM,https://api.spotify.com/v1/audio-analysis/76aqmXnnJmTslVQXYWTaWM,205747,4,108
0.832,0.702,5,-3.236,1,0.173,0.103,0.0,0.128,0.814,94.097,audio_features,4CNweIcprjglbPbzDptf6m,spotify:track:4CNweIcprjglbPbzDptf6m,https://api.spotify.com/v1/tracks/4CNweIcprjglbPbzDptf6m,https://api.spotify.com/v1/audio-analysis/4CNweIcprjglbPbzDptf6m,273813,4,110
0.395,0.775,1,-4.802,1,0.0526,0.298,0.0,0.105,0.273,116.073,audio_features,4m7KyOjqy65crLglsCThn8,spotify:track:4m7KyOjqy65crLglsCThn8,https://api.spotify.com/v1/tracks/4m7KyOjqy65crLglsCThn8,https://api.spotify.com/v1/audio-analysis/4m7KyOjqy65crLglsCThn8,231212,5,112
0.66,0.701,10,-4.649,0,0.0405,0.00112,0.00016,0.0871,0.436,96.002,audio_features,62ObFV4hOGLMjoVBilwjF6,spotify:track:62ObFV4hOGLMjoVBilwjF6,https://api.spotify.com/v1/tracks/62ObFV4hOGLMjoVBilwjF6,https://api.spotify.com/v1/audio-analysis/62ObFV4hOGLMjoVBilwjF6,202733,4,114
0.722,0.812,4,-3.958,0,0.0501,0.137,0.0,0.0775,0.892,118.99,audio_features,4kA5juo1Hki4r8Z1wP5aJk,spotify:track:4kA5juo1Hki4r8Z1wP5aJk,https://api.spotify.com/v1/tracks/4kA5juo1Hki4r8Z1wP5aJk,https://api.spotify.com/v1/audio-analysis/4kA5juo1Hki4r8Z1wP5aJk,218347,4,116
0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,3SFKF6uhM5UvRcptlOgjzu,spotify:track:3SFKF6uhM5UvRcptlOgjzu,https://api.spotify.com/v1/tracks/3SFKF6uhM5UvRcptlOgjzu,https://api.spotify.com/v1/audio-analysis/3SFKF6uhM5UvRcptlOgjzu,307880,4,118
0.738,0.868,1,-4.15,1,0.0348,0.0371,0.0,0.294,0.199,130.002,audio_features,325ImY8q8DR5gn7HkIBx23,spotify:track:325ImY8q8DR5gn7HkIBx23,https://api.spotify.com/v1/tracks/325ImY8q8DR5gn7HkIBx23,https://api.spotify.com/v1/audio-analysis/325ImY8q8DR5gn7HkIBx23,252933,4,120
0.8,0.825,11,-6.552,0,0.034,0.0559,2.18e-06,0.141,0.903,100.035,audio_features,0Uqs7ilt5kGX9NzFDWTBrP,spotify:track:0Uqs7ilt5kGX9NzFDWTBrP,https://api.spotify.com/v1/tracks/0Uqs7ilt5kGX9NzFDWTBrP,https://api.spotify.com/v1/audio-analysis/0Uqs7ilt5kGX9NzFDWTBrP,232667,4,122
0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,audio_features,1f2V8U1BiWaC9aJWmpOARe,spotify:track:1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/tracks/1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/audio-analysis/1f2V8U1BiWaC9aJWmpOARe,216933,4,124
0.769,0.611,1,-4.229,1,0.0601,0.12,0.0,0.338,0.548,149.949,audio_features,2XymTaHTrQWDEuSyhfZvqF,spotify:track:2XymTaHTrQWDEuSyhfZvqF,https://api.spotify.com/v1/tracks/2XymTaHTrQWDEuSyhfZvqF,https://api.spotify.com/v1/audio-analysis/2XymTaHTrQWDEuSyhfZvqF,169092,5,126
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,audio_features,4QNpBfC0zvjKqPJcyqBy9W,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/tracks/4QNpBfC0zvjKqPJcyqBy9W,https://api.spotify.com/v1/audio-analysis/4QNpBfC0zvjKqPJcyqBy9W,252307,4,128
0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,audio_features,3cHyrEgdyYRjgJKSOiOtcS,spotify:track:3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/tracks/3cHyrEgdyYRjgJKSOiOtcS,https://api.spotify.com/v1/audio-analysis/3cHyrEgdyYRjgJKSOiOtcS,204160,4,130
0.873,0.569,0,-6.54,0,0.188,0.279,0.0,0.135,0.488,131.051,audio_features,12hqpRynT8G2Hwm9QzPFkd,spotify:track:12hqpRynT8G2Hwm9QzPFkd,https://api.spotify.com/v1/tracks/12hqpRynT8G2Hwm9QzPFkd,https://api.spotify.com/v1/audio-analysis/12hqpRynT8G2Hwm9QzPFkd,284117,4,132
0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,audio_features,1RKUoGiLEbcXN4GY4spQDx,spotify:track:1RKUoGiLEbcXN4GY4spQDx,https://api.spotify.com/v1/tracks/1RKUoGiLEbcXN4GY4spQDx,https://api.spotify.com/v1/audio-analysis/1RKUoGiLEbcXN4GY4spQDx,340920,4,134
0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,audio_features,0q6LuUqGLUiCPP1cbdwFs3,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,https://api.spotify.com/v1/tracks/0q6LuUqGLUiCPP1cbdwFs3,https://api.spotify.com/v1/audio-analysis/0q6LuUqGLUiCPP1cbdwFs3,233867,4,136
0.627,0.803,2,-7.678,1,0.264,0.0348,2.59e-05,0.231,0.355,90.011,audio_features,4rEZHK4ORUS0rhg1m9G457,spotify:track:4rEZHK4ORUS0rhg1m9G457,https://api.spotify.com/v1/tracks/4rEZHK4ORUS0rhg1m9G457,https://api.spotify.com/v1/audio-analysis/4rEZHK4ORUS0rhg1m9G457,271000,4,138
0.553,0.652,0,-6.685,1,0.206,0.0897,0.0,0.111,0.551,94.505,audio_features,3FNy4yzOhHhFBeA5p4ofoq,spotify:track:3FNy4yzOhHhFBeA5p4ofoq,https://api.spotify.com/v1/tracks/3FNy4yzOhHhFBeA5p4ofoq,https://api.spotify.com/v1/audio-analysis/3FNy4yzOhHhFBeA5p4ofoq,207347,4,140
0.591,0.61,10,-8.537,0,0.358,0.609,0.0,0.115,0.509,99.526,audio_features,1YumR6MJyfkoHarpg2oL19,spotify:track:1YumR6MJyfkoHarpg2oL19,https://api.spotify.com/v1/tracks/1YumR6MJyfkoHarpg2oL19,https://api.spotify.com/v1/audio-analysis/1YumR6MJyfkoHarpg2oL19,207315,4,142
0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,audio_features,4S8d14HvHb70ImctNgVzQQ,spotify:track:4S8d14HvHb70ImctNgVzQQ,https://api.spotify.com/v1/tracks/4S8d14HvHb70ImctNgVzQQ,https://api.spotify.com/v1/audio-analysis/4S8d14HvHb70ImctNgVzQQ,127947,4,144
0.824,0.427,9,-8.314,0,0.182,0.387,0.0,0.0915,0.566,148.008,audio_features,4ESkG5iVSKtUANJK0NPz1w,spotify:track:4ESkG5iVSKtUANJK0NPz1w,https://api.spotify.com/v1/tracks/4ESkG5iVSKtUANJK0NPz1w,https://api.spotify.com/v1/audio-analysis/4ESkG5iVSKtUANJK0NPz1w,143020,4,146
0.607,0.412,5,-9.583,0,0.0394,0.379,0.0124,0.076,0.392,142.028,audio_features,5OMxscxd7PIu8YfRmkXH45,spotify:track:5OMxscxd7PIu8YfRmkXH45,https://api.spotify.com/v1/tracks/5OMxscxd7PIu8YfRmkXH45,https://api.spotify.com/v1/audio-analysis/5OMxscxd7PIu8YfRmkXH45,280059,4,148
0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4,150
0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,audio_features,5uDASfU19gDxSjW8cnCaBp,spotify:track:5uDASfU19gDxSjW8cnCaBp,https://api.spotify.com/v1/tracks/5uDASfU19gDxSjW8cnCaBp,https://api.spotify.com/v1/audio-analysis/5uDASfU19gDxSjW8cnCaBp,177184,4,152
0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,135090,4,154
0.458,0.783,8,-3.226,0,0.0322,0.346,6.14e-06,0.13,0.224,113.072,audio_features,4xBHZ2Mr0gCdFYXrPZuYXO,spotify:track:4xBHZ2Mr0gCdFYXrPZuYXO,https://api.spotify.com/v1/tracks/4xBHZ2Mr0gCdFYXrPZuYXO,https://api.spotify.com/v1/audio-analysis/4xBHZ2Mr0gCdFYXrPZuYXO,167907,3,156
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,audio_features,1G391cbiT3v3Cywg8T7DM1,spotify:track:1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/tracks/1G391cbiT3v3Cywg8T7DM1,https://api.spotify.com/v1/audio-analysis/1G391cbiT3v3Cywg8T7DM1,215907,4,158
0.418,0.768,10,-6.908,1,0.0306,0.0427,0.537,0.275,0.296,141.371,audio_features,4gEFeIEORz8thfqMY7nKcb,spotify:track:4gEFeIEORz8thfqMY7nKcb,https://api.spotify.com/v1/tracks/4gEFeIEORz8thfqMY7nKcb,https://api.spotify.com/v1/audio-analysis/4gEFeIEORz8thfqMY7nKcb,212600,4,160
0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,audio_features,1Y373MqadDRtclJNdnUXVc,spotify:track:1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/tracks/1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/audio-analysis/1Y373MqadDRtclJNdnUXVc,168406,4,162
0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,audio_features,3RAFcUBrCNaboRXoP3S5t1,spotify:track:3RAFcUBrCNaboRXoP3S5t1,https://api.spotify.com/v1/tracks/3RAFcUBrCNaboRXoP3S5t1,https://api.spotify.com/v1/audio-analysis/3RAFcUBrCNaboRXoP3S5t1,284120,4,164
0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,audio_features,64BbK9SFKH2jk86U3dGj2P,spotify:track:64BbK9SFKH2jk86U3dGj2P,https://api.spotify.com/v1/tracks/64BbK9SFKH2jk86U3dGj2P,https://api.spotify.com/v1/audio-analysis/64BbK9SFKH2jk86U3dGj2P,255373,4,166
0.389,0.873,4,-4.768,0,0.0475,0.00532,0.0055,0.273,0.303,106.767,audio_features,69QHm3pustz01CJRwdo20z,spotify:track:69QHm3pustz01CJRwdo20z,https://api.spotify.com/v1/tracks/69QHm3pustz01CJRwdo20z,https://api.spotify.com/v1/audio-analysis/69QHm3pustz01CJRwdo20z,312293,4,168
0.762,0.748,2,-6.934,0,0.148,0.255,0.0,0.148,0.756,79.619,audio_features,74Es0YAvJFbFCZ6ULMcydb,spotify:track:74Es0YAvJFbFCZ6ULMcydb,https://api.spotify.com/v1/tracks/74Es0YAvJFbFCZ6ULMcydb,https://api.spotify.com/v1/audio-analysis/74Es0YAvJFbFCZ6ULMcydb,210667,4,170
0.466,0.965,1,-2.597,0,0.0904,0.042,0.0,0.101,0.453,95.028,audio_features,697M5JB8FDIyRXEXgl1pBZ,spotify:track:697M5JB8FDIyRXEXgl1pBZ,https://api.spotify.com/v1/tracks/697M5JB8FDIyRXEXgl1pBZ,https://api.spotify.com/v1/audio-analysis/697M5JB8FDIyRXEXgl1pBZ,173933,3,172
0.446,0.936,7,-2.574,1,0.0504,0.00098,0.0,0.151,0.637,97.312,audio_features,3QbPw4Aj3JgqG0In3ZPZ4q,spotify:track:3QbPw4Aj3JgqG0In3ZPZ4q,https://api.spotify.com/v1/tracks/3QbPw4Aj3JgqG0In3ZPZ4q,https://api.spotify.com/v1/audio-analysis/3QbPw4Aj3JgqG0In3ZPZ4q,226693,4,174
0.501,0.889,4,-3.89,0,0.0296,0.000323,0.00164,0.186,0.442,94.37,audio_features,3Axmw41lmMoXih3NJYzbXb,spotify:track:3Axmw41lmMoXih3NJYzbXb,https://api.spotify.com/v1/tracks/3Axmw41lmMoXih3NJYzbXb,https://api.spotify.com/v1/audio-analysis/3Axmw41lmMoXih3NJYzbXb,205107,4,176
0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,audio_features,2d4e45fmUnguxh6yqC7gNT,spotify:track:2d4e45fmUnguxh6yqC7gNT,https://api.spotify.com/v1/tracks/2d4e45fmUnguxh6yqC7gNT,https://api.spotify.com/v1/audio-analysis/2d4e45fmUnguxh6yqC7gNT,231933,4,178
0.297,0.749,7,-5.726,1,0.0328,0.0123,0.0,0.133,0.326,91.822,audio_features,64RaXiW92dbX2uQ0pY6rkj,spotify:track:64RaXiW92dbX2uQ0pY6rkj,https://api.spotify.com/v1/tracks/64RaXiW92dbX2uQ0pY6rkj,https://api.spotify.com/v1/audio-analysis/64RaXiW92dbX2uQ0pY6rkj,258067,4,180
0.298,0.848,2,-5.947,1,0.0727,0.0538,0.00152,0.201,0.194,148.282,audio_features,2LXPNLSMAauNJfnC58lSqY,spotify:track:2LXPNLSMAauNJfnC58lSqY,https://api.spotify.com/v1/tracks/2LXPNLSMAauNJfnC58lSqY,https://api.spotify.com/v1/audio-analysis/2LXPNLSMAauNJfnC58lSqY,280960,4,182
0.574,0.964,4,-2.745,1,0.0458,0.000382,0.0045,0.0578,0.644,109.037,audio_features,3FXo3xKG3aYV3hvdRzUY61,spotify:track:3FXo3xKG3aYV3hvdRzUY61,https://api.spotify.com/v1/tracks/3FXo3xKG3aYV3hvdRzUY61,https://api.spotify.com/v1/audio-analysis/3FXo3xKG3aYV3hvdRzUY61,203373,4,184
0.263,0.89,0,-2.913,1,0.177,0.0022,0.00348,0.306,0.286,190.389,audio_features,1qGmxIGEuBEkj7bft72Kh0,spotify:track:1qGmxIGEuBEkj7bft72Kh0,https://api.spotify.com/v1/tracks/1qGmxIGEuBEkj7bft72Kh0,https://api.spotify.com/v1/audio-analysis/1qGmxIGEuBEkj7bft72Kh0,151733,4,186
0.554,0.949,2,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,audio_features,4UEo1b0wWrtHMC8bVqPiH8,spotify:track:4UEo1b0wWrtHMC8bVqPiH8,https://api.spotify.com/v1/tracks/4UEo1b0wWrtHMC8bVqPiH8,https://api.spotify.com/v1/audio-analysis/4UEo1b0wWrtHMC8bVqPiH8,374453,4,188
0.401,0.957,11,-2.841,1,0.045,0.000105,3.97e-06,0.362,0.812,144.446,audio_features,7hjAhjnMzpMT9vU54w0LYF,spotify:track:7hjAhjnMzpMT9vU54w0LYF,https://api.spotify.com/v1/tracks/7hjAhjnMzpMT9vU54w0LYF,https://api.spotify.com/v1/audio-analysis/7hjAhjnMzpMT9vU54w0LYF,248373,4,190
0.683,0.883,8,-2.502,1,0.0691,0.377,0.0,0.407,0.678,122.847,audio_features,3056x1XkmICnQmji68rrft,spotify:track:3056x1XkmICnQmji68rrft,https://api.spotify.com/v1/tracks/3056x1XkmICnQmji68rrft,https://api.spotify.com/v1/audio-analysis/3056x1XkmICnQmji68rrft,160565,4,192
0.543,0.756,11,-3.755,0,0.235,0.445,0.0,0.95,0.566,153.996,audio_features,146Vb458Y5RbqEa0fYFPzm,spotify:track:146Vb458Y5RbqEa0fYFPzm,https://api.spotify.com/v1/tracks/146Vb458Y5RbqEa0fYFPzm,https://api.spotify.com/v1/audio-analysis/146Vb458Y5RbqEa0fYFPzm,193670,4,194
0.794,0.937,8,-2.44,0,0.0336,0.366,4.15e-06,0.962,0.826,134.012,audio_features,3tv697PZNnaQN0Mn2zGhS5,spotify:track:3tv697PZNnaQN0Mn2zGhS5,https://api.spotify.com/v1/tracks/3tv697PZNnaQN0Mn2zGhS5,https://api.spotify.com/v1/audio-analysis/3tv697PZNnaQN0Mn2zGhS5,237517,4,196
